# dex,pokemon,pokeapi name,complexity,realism,artificiality,fantasy,humanoid,cuteness,coolness,beauty,popularity,rating count
905,Therian Enamorus,enamorus-therian,4.4545,2.0182,2.2364,4.7091,1.3455,1.7636,2.3091,1.7455,2.3818,55
905,Incarnate Enamorus,enamorus-incarnate,4.2909,2.1091,2.5818,4.7273,4.8000,1.6545,2.4182,1.9091,2.3273,55
906,Sprigatito,sprigatito,2.0182,1.8545,1.4000,2.4909,1.2364,4.6364,3.0000,4.1455,4.0909,55
907,Floragato,floragato,3.1455,2.2727,1.5818,3.5455,4.0182,3.8909,4.3273,3.9273,4.0364,55
908,Meowscarada,meowscarada,3.6182,2.1818,1.7818,4.1091,4.6545,3.4182,4.0000,3.8364,3.6727,55
909,Fuecoco,fuecoco,2.2909,1.4000,2.0000,3.2909,2.0727,4.3455,3.4727,2.9636,4.0182,55
910,Crocalor,crocalor,3.4182,1.4182,2.0000,3.8182,2.2545,3.0727,2.3091,2.0727,3.1091,55
911,Skeledirge,skeledirge,4.4182,2.6182,2.4727,4.1636,1.3455,1.9818,3.8727,2.5091,3.4364,55
912,Quaxly,quaxly,1.7818,1.7091,1.5273,2.1636,2.4545,3.8727,2.7455,3.0727,3.4182,55
913,Quaxwell,quaxwell,3.2727,1.7818,1.9091,3.0364,4.0364,2.1818,2.2000,2.2364,2.4727,55
914,Quaquaval,quaquaval,4.3455,2.0000,1.9091,3.9636,4.5818,2.5455,3.3636,3.1818,3.3273,55
915,Lechonk,lechonk,1.4545,2.0727,1.3091,1.4909,1.2000,3.9455,2.4909,2.7091,3.5455,55
916,Female Oinkologne,oinkologne-female,1.9091,2.2545,1.3636,1.4909,1.3636,2.5818,1.9455,2.4909,2.3818,55
916,Male Oinkologne,oinkologne,1.7091,2.9091,1.3091,1.6182,1.6000,2.6909,2.2545,2.8727,2.9273,55
917,Tarountula,tarountula,2.2727,1.5636,2.0182,2.8909,1.2182,3.5091,2.3273,2.4545,3.4364,55
918,Spidops,spidops,3.2364,1.9818,2.1455,3.1455,3.2909,1.5455,2.9636,1.8000,2.7091,55
919,Nymble,nymble,2.7636,2.0545,2.8182,2.4364,1.2364,3.7091,3.1455,2.9273,3.4182,55
920,Lokix,lokix,3.9273,2.5091,3.6545,3.5818,3.8000,1.9636,4.2364,2.9091,3.6909,55
921,Pawmi,pawmi,1.5455,1.7455,1.4364,2.0545,1.4909,4.2364,2.4364,3.2727,3.3818,55
922,Pawmo,pawmo,1.8000,1.6545,1.5455,2.6364,2.7455,3.6364,2.4909,2.9455,2.6000,55
923,Pawmot,pawmot,1.9818,1.6000,1.8182,2.9636,3.2000,3.8182,2.8182,3.0000,2.9091,55
924,Tandemaus,tandemaus,1.3636,1.2727,2.0182,2.0000,3.1273,4.3273,2.4182,3.4909,3.4364,55
925,Maushold,maushold-family-of-four,1.4364,1.4000,1.8545,2.0909,3.0909,3.9455,2.2000,3.1455,3.0909,55
926,Fidough,fidough,1.8364,1.5636,3.1818,3.3455,1.2909,4.0545,2.1818,3.0727,3.3455,55
927,Dachsbun,dachsbun,3.2407,2.0185,2.8704,3.5556,1.1296,4.2778,3.1481,3.5926,3.7222,54
928,Smoliv,smoliv,1.3273,1.5273,1.4182,2.5818,1.5091,4.2364,2.2182,3.1091,3.6364,55
929,Dolliv,dolliv,2.1818,1.6909,1.7273,3.5273,4.3273,4.1273,2.6182,3.9091,3.4727,55
930,Arboliva,arboliva,3.2545,2.6727,1.6000,3.8545,3.6364,3.1455,3.0545,3.8364,3.3091,55
931,Squawkabilly,squawkabilly-green-plumage,2.2037,2.0926,1.5926,1.9259,2.0185,2.4259,2.5926,2.3148,2.5556,54
932,Nacli,nacli,1.7407,1.8889,3.4815,3.5741,1.2222,3.7222,2.6667,2.9815,3.5000,54
933,Naclstack,naclstack,3.0545,2.0182,3.7636,3.8364,1.3455,2.4000,2.9455,2.4727,3.1636,55
934,Garganacl,garganacl,3.9636,2.1455,3.6545,4.2364,3.8364,2.1091,3.9455,2.7091,3.8545,55
935,Charcadet,charcadet,3.4909,1.7636,3.3818,4.3273,4.7273,3.8727,3.6545,3.1455,3.2727,55
936,Armarouge,armarouge,4.0182,2.4545,3.8364,4.3636,4.8182,2.4727,4.5636,3.6364,4.0182,55
937,Ceruledge,ceruledge,4.5091,2.8182,4.1818,4.6364,4.8909,2.2727,4.7636,4.0000,4.2545,55
938,Tadbulb,tadbulb,1.4727,1.3091,3.3091,3.3636,1.3091,3.9636,2.3091,2.8364,3.1636,55
939,Bellibolt,bellibolt,2.2037,1.2407,2.4630,3.4630,2.0370,3.4630,2.3704,2.2222,2.8889,54
940,Wattrel,wattrel,1.9091,2.4364,1.2727,1.8909,1.2000,3.8364,2.9273,3.1091,3.4364,55
941,Kilowattrel,kilowattrel,2.2545,3.5818,1.4364,2.2182,1.2182,2.2909,3.7273,3.0909,3.5091,55
942,Maschiff,maschiff,1.8182,1.8182,1.3273,1.6000,1.2909,3.0364,2.7091,1.9818,2.9818,55
943,Mabosstiff,mabosstiff,2.5455,3.0727,1.3818,1.6364,1.2727,3.3091,3.4000,2.6545,3.6909,55
944,Shroodle,shroodle,1.6182,1.3455,1.8364,2.7455,1.1091,3.4000,2.2727,2.1636,2.9455,55
945,Grafaiai,grafaiai,3.6000,1.9636,1.8727,3.1636,2.7273,3.0727,3.8909,2.4909,3.7818,55
946,Bramblin,bramblin,1.9455,2.6364,1.9818,3.0727,1.0727,2.8182,2.7455,2.6000,3.3455,55
947,Brambleghast,brambleghast,3.3455,2.5818,2.0182,3.6364,1.3091,1.8909,3.2000,2.0182,3.0545,55
948,Toedscool,toedscool,1.6909,1.4545,1.7636,3.2545,1.8909,3.2545,3.0182,2.2727,3.6364,55
949,Toedscruel,toedscruel,3.0909,2.1273,1.4182,3.5273,1.2909,2.1273,3.7818,2.5091,3.7455,55
950,Klawf,klawf,3.2000,2.4364,1.8182,2.3091,1.2909,2.4000,3.0000,1.9818,3.2182,55
951,Capsakid,capsakid,1.9818,1.4909,1.7818,3.7273,3.6545,2.8909,2.3273,1.7818,2.8182,55
952,Scovillain,scovillain,2.6909,1.6182,1.6545,3.9455,3.5091,1.7636,3.2909,1.8000,3.0364,55
953,Rellor,rellor,2.5636,1.7091,1.6364,2.1818,2.3273,1.6545,1.8000,1.2727,2.4727,55
954,Rabsca,rabsca,3.8000,2.2000,2.6545,4.2909,1.8182,2.1273,3.3273,2.3818,3.2545,55
955,Flittle,flittle,2.2407,1.3333,3.0185,3.8333,1.4259,3.1667,2.0000,2.7963,2.7593,54
956,Espathra,espathra,3.9636,2.2909,2.2364,3.5455,1.8182,2.7091,3.4364,3.6182,3.7273,55
957,Tinkatink,tinkatink,1.9455,1.3273,2.7636,3.9091,4.3455,3.3091,2.2182,2.3273,2.9455,55
958,Tinkatuff,tinkatuff,2.9259,1.5185,3.0556,4.0370,4.4074,3.6667,3.5556,2.9630,3.6296,54
959,Tinkaton,tinkaton,3.3704,1.4074,3.0185,4.2222,4.3333,4.1667,4.0185,3.3519,3.9259,54
960,Wiglett,wiglett,1.2545,1.2727,1.6909,2.2182,1.2000,3.4364,2.3091,2.6727,3.1455,55
961,Wugtrio,wugtrio,1.7091,1.3636,1.9091,2.8545,1.2000,3.7091,2.7455,2.8909,3.3455,55
962,Bombirdier,bombirdier,2.7273,2.8182,1.6727,2.4909,2.0727,2.5273,2.9091,3.1455,3.1636,55
963,Finizen,finizen,1.8364,2.3091,1.3455,1.8909,1.1273,4.4364,3.0545,4.0909,3.6727,55
964,Hero Palafin,palafin-hero,3.6364,1.2545,2.2545,4.1091,4.3455,1.9091,3.3273,2.0545,2.8727,55
964,Zero Palafin,palafin-zero,1.9815,2.2222,1.4444,2.0000,1.2778,4.4444,2.8889,3.9444,3.5741,54
965,Varoom,varoom,3.4000,1.9091,4.7818,3.8727,1.2364,2.7091,2.5273,1.9091,2.8182,55
966,Revavroom,revavroom,4.1636,2.3636,4.8364,4.0545,1.1273,1.8000,3.4545,2.0545,3.2182,55
967,Cyclizar,cyclizar,2.8182,2.2545,2.5455,3.4182,2.7273,3.0909,3.8000,2.7455,3.6545,55
968,Orthworm,orthworm,2.0545,1.5273,3.4727,3.0000,1.2182,3.6182,2.7091,2.4182,3.4000,55
969,Glimmet,glimmet,1.9455,2.1818,3.2000,4.1273,1.1818,3.5273,3.0727,3.3818,3.4000,55
970,Glimmora,glimmora,2.7636,2.5636,3.4000,4.2909,1.1091,2.8727,3.4909,3.6000,3.6182,55
971,Greavard,greavard,2.4545,1.6727,2.3455,3.6545,1.1091,3.9273,3.2545,2.6909,3.6545,55
972,Houndstone,houndstone,3.4000,1.9818,2.5455,4.2727,1.1636,2.5818,3.6545,2.0727,3.6545,55
973,Flamigo,flamigo,1.3455,2.3818,1.3818,1.4909,1.1818,2.6909,2.4364,2.8545,2.9455,55
974,Cetoddle,cetoddle,2.0545,1.4727,1.8545,3.4000,1.9636,4.3091,2.8545,3.0727,3.8364,55
975,Cetitan,cetitan,3.6111,2.1481,1.9259,3.8148,1.9074,2.5556,3.7222,2.7407,3.6111,54
976,Veluza,veluza,3.2727,2.6909,3.0000,2.9818,1.1273,1.8909,3.8000,2.4909,3.3636,55
977,Dondozo,dondozo,3.2593,2.6481,1.4815,2.6111,1.3333,1.8704,3.1852,2.1667,3.5926,54
978,Droopy Tatsugiri,tatsugiri-droopy,1.4909,1.3273,2.0909,3.1636,1.1636,4.3091,3.2545,3.3818,3.8909,55
978,Stretchy Tatsugiri,tatsugiri-stretchy,1.3091,1.4000,2.2000,2.9273,1.2727,3.8545,2.7455,3.0545,3.3455,55
978,Curly Tatsugiri,tatsugiri-curly,1.4182,1.3273,2.0909,3.0727,1.2545,4.2545,2.8727,3.5455,3.6545,55
979,Annihilape,annihilape,3.6182,2.1818,2.1818,4.1818,3.2727,1.7273,4.4545,2.3818,3.9818,55
980,Clodsire,clodsire,1.5273,1.4364,1.4545,2.6364,1.1091,4.5273,3.4182,3.4545,4.3455,55
981,Farigiraf,farigiraf,3.2545,2.2727,1.8182,3.7273,1.1818,3.6182,3.6364,3.3636,3.7091,55
982,Dudunsparce,dudunsparce-two-segment,2.3273,1.5636,1.7273,3.8545,1.0909,3.4909,2.5818,2.6364,3.4545,55
983,Kingambit,kingambit,4.4364,2.5636,3.7455,4.2000,4.7273,1.5091,4.0727,2.5273,3.5273,55
984,Great Tusk,great-tusk,4.0909,3.2364,1.5455,3.8909,1.0909,1.6727,4.4727,2.7636,3.9636,55
985,Scream Tail,scream-tail,2.5091,1.5273,1.8364,4.1091,2.0545,4.0727,3.3455,3.3091,3.5273,55
986,Brute Bonnet,brute-bonnet,3.6909,2.0909,1.9818,4.2727,1.8909,1.9273,3.7818,2.0727,3.6182,55
987,Flutter Mane,flutter-mane,3.6182,1.8727,2.7455,4.7273,1.8364,3.6727,3.9091,3.7818,3.7091,55
988,Slither Wing,slither-wing,4.1636,3.1273,1.3636,4.1636,1.4182,3.1636,4.5273,3.9091,4.3091,55
989,Sandy Shocks,sandy-shocks,4.1481,1.7407,4.5556,4.2778,1.4815,2.2037,3.3704,2.2037,3.4444,54
990,Iron Treads,iron-treads,3.6182,2.6545,4.8000,4.1455,1.1273,2.0000,3.4182,2.3818,3.0545,55
991,Iron Bundle,iron-bundle,3.0364,1.8364,4.8182,4.0364,2.3818,3.5818,3.3455,3.0545,3.4545,55
992,Iron Hands,iron-hands,3.7455,2.4182,4.8000,4.0182,4.1636,1.6545,3.5273,2.4182,3.1818,55
993,Iron Jugulis,iron-jugulis,4.0727,2.3636,4.7818,4.4909,1.2182,1.7091,3.3818,2.6182,2.8000,55
994,Iron Moth,iron-moth,4.0000,2.6727,4.7273,4.2364,1.1273,2.2182,4.3273,3.6545,3.8909,55
995,Iron Thorns,iron-thorns,3.8727,2.6364,4.8182,4.4909,2.3455,1.8545,4.1273,2.9091,3.1818,55
996,Frigibax,frigibax,2.1111,1.4630,2.0370,3.3519,2.2222,2.3889,2.0556,1.4259,2.3519,54
997,Arctibax,arctibax,3.0364,2.3455,2.0727,3.7455,1.6545,2.8909,3.6000,2.4727,3.4909,55
998,Baxcalibur,baxcalibur,3.4074,2.4259,2.8889,4.3889,2.5926,1.3889,3.2593,1.8704,2.6296,54
999,Roaming Gimmighoul,gimmighoul-roaming,2.1455,1.2000,4.0545,4.3091,3.8364,3.4364,2.5091,2.5636,2.9455,55
999,Chest Gimmighoul,gimmighoul-chest,2.9818,1.3273,4.4364,4.4727,3.4182,3.4545,2.9273,2.5818,3.1818,55
